ID,词,NUM,chinese_text,图,词性,explain,eng_text,jp_text,ara_text,fr_text,de_text,pt_text,spa_text,ru_text
183,能力,,能力,能力,N,能力 (图解:人的力量),ability(GI:human power),能力 (図注:人間の力),قدرة,Capacité,F?higkeit,capacidade,Capacidad,способность
184,灵魂,1,灵魂,灵魂,N,灵魂 (图解:脑上光环),soul(GI:Halo on the brain),魂 (図注:脳の光輪),روح,?me,Seele,alma,Espíritu,душа
185,心情,,心情,心情,N,心情 (图解:按口型判断心情),mood(GI:Judging mood by mouth shape),気分 (図注:口で気持ちを判断する),مزاج,Humeur,Stimmung,animo,Humor,настроение
186,感情,,感情,感情,N,感情 (图解:心→爱，圆→抽象思想),"emotion(GI:Heart → Love, Circle → Abstract Thought)",感情 (図注:心→愛、円→抽象思想),عاطفة,Des sentiments,Emotion,sentimento,Emoción,эмоция
187,兴趣,,兴趣,兴趣,N,兴趣 (图解:头→思想，心→爱),interest(GI:Head → Thought，Heart → Love),興味 (図注:頭→思想、心→愛),هواية,Intérêt,Interesse,interesse,Interés,интерес
188,宗教,,宗教,宗教,N,宗教 (图解:上面的三角形→神，方块→信徒),"religion(GI:Triangle above → God, Square → Believer)",宗教 (図注:上の三角形→神、四角→信者),دين,Religion,Religion,religi?o,Religión,религия
189,神,1,神,神,N,神 (图解:三角形→最高，横线→分隔天地),"deity(GI:Triangle → highest, horizontal line → separates heaven and earth)",神 (図注:三角形→最高、横線→天地を区切る),الّه,divinité,Gottheit,divindade,deidad,дух
190,集体,,集体,集体,N,集体 (图解:半封闭→可退出，三个圆→上下级),"collective(GI:Semi closed → withdrawable, three circles → upper and lower levels)",集合 (図注:半閉鎖→退出可能、3つの円→上下),جماعة,Collectif,Kollektiv,coletivo,Colectivo,коллектив
191,民族,,民族,民族,N,民族 (图解:闭合→不能退，圆→区域灵活),"nation(GI:Closed → cannot retract, circle → flexible area)",民族 (図注:閉じる→退くことができず、円→領域が柔軟),قومية,nation,Nation,povo,Nación,нация
192,社会,,社会,社会,N,社会 (图解:各部分互相关联),society(GI:Each part is interrelated),社会 (図注:各部は相互に関連している),مجتمع,Social,Die Gesellschaft,sociedade,sociedad,общество
193,世界,,世界,世界,N,世界 (图解:圆→地球，十字→经纬线),"world(GI:Circle → Earth, Cross → Longitude and Latitude Lines)",世界 (図注:円→地球、十字→経緯線),العالم,monde,Welt,Mundo,mundo,мир
194,家,2,家庭,家,N,家 (图解:房子+父母和孩子),family(GI:House+parents and children),家族 (図注:家+親子),عائلة,famille,Familie,família,Familia,семья
195,企业,,企业,企业,N,企业 (图解:圆→人，框→厂范围，横线→产品),"corporation(GI:Circle → Person, Frame → Factory Scope, Horizontal Line → Product)",企業 (図注:円→人、枠→工場範囲、横線→製品),مؤسّسة,Entreprises,corporation,corpora??o,La empresa,предприятие
196,关系,1,关系,关系,N,关系 (图解:两方形→两者，中间黑块→联系),"relation(GI:Two squares → Two, black block → Connection)",リレーション (図注:二つの四角形→両方、真ん中の黒い塊→つながり),علاقة,Relations,Beziehung,rela??o,Relación,отношение
197,习惯,1,(名词),习惯,N,习惯 (图解:圆随惯性向右滚),habit(GI:Circle rolls to the right according to habit),習慣 (図注:円が慣性に従って右にスクロール),عادة,Habitude,Gewohnheit,hábito,Hábito,привычка
198,行业,,行业,行业,N,行业 (图解:据帽子判断职业),profession(GI:Judging occupation based on hat),業界 (図注:帽子による職業判断),مهنة,Industrie,Beruf,profiss?o,Profesión,профессия
199,会议,,会议,会议,N,会议 (图解:4人围桌),meeting(GI:4 people gathered around the table),ミーティング (図注:4人でテーブルを囲む),اجتماع,Conférence,Treffen,reuni?o,Conferencia,собрание
200,组,,组,组,N,组 (图解:未封闭→较松散),group(GI:Not closed → relatively loose),グループ (図注:閉じていない→ゆるい),مجموعة,groupe,Gruppe,Grupo,Grupo,группа
201,部门,,部门,部门,N,部门 (图解:墙的部分+门),department(GI:Part of the wall+door),部署 (図注:壁の部分+ドア),قطاع,Secteur,Abteilung,departamento,Departamento,учреждение
202,城市,,城市,城市,N,城市 (图解:竖条→高楼，横条→路),"city(GI:Vertical bar → high-rise building, horizontal bar → road)",都市 (図注:縦棒→高層ビル、横棒→道),مدينة,Ville,City,cidade,Ciudad,город
203,国家,,国家,国家,N,国家 (图解:封闭→国界，三层→阶层),"country(GI:Closed → borders, three levels → social strata)",国 (図注:閉鎖→国境、三層→階層),بلد,Pays,Land,país,País,страна
204,政府,,政府,政府,N,政府 (图解:封闭→国家，分级→管理),"government(GI:Closed → National, Graded → Management)",政府 (図注:閉鎖→国家、等級化→管理),حكومة,Gouvernement,Regierung,governo,Gobierno,правительство
205,权力,,权力,权力,N,权力 (图解:公章),authority(GI:official seal),パワー (図注:公印),سلطة,autorité,beh?rde,autoridade,El poder,власть
206,价格,,价格,价格,N,价格 (图解:一叠硬币→钱，刻度→高低),"price(GI:A stack of coins → Money, Scale → High and Low)",価格 (図注:一重ね硬貨→金、目盛り→高低),سعر,Prix,Preis,pre?o,Precio,цена
207,经济,1,经济,经济,N,经济 (图解:硬币→钱，曲线→循环),"economy(GI:Coin → Money, Curve → Cycle)",経済 (図注:コイン→お金、曲線→循環),اقتصاد,économie,Wirtschaft,economia,Economía,экономика
208,资金,,资金,资金,N,资金 (图解:硬币),fund(GI:coin),首都 (図注:コイン枚),اعتماد مالي,fonds,Kapital,valor disponível,Fondo,средства
209,文化,1,文明,文化,N,文化 (图解:横线→信息，圆→抽象),"culture(GI:Horizontal line → information, circle → abstraction)",文明 (図注:横線→情報、円→抽象),ثقافة,Culture,Kultur,cultura,Cultura,культура
210,理论,1,理论,理论,N,理论 (图解:箭头→推理，圆→抽象),"theory(GI:Arrow → Reasoning, Circle → Abstraction)",理論 (図注:矢印→推論、円→抽象),نظرية,Théorie,Theorie,teoria,Teoría,теория
211,规则,1,制度,规则,N,规则 (图解:竖线→限制),rule(GI:Vertical line → Limit),制度 (図注:縦線→制限),قاعدة,Règle,Regel,regra,Regla,правило
212,标志,1,(名词),标志,N,标志 (图解:旗子),symbol(GI:flag),フラグ (図注:旗),رمز,signe,zeichen,símbolo,símbolo,знак
213,语言,,语言,语言,N,语言 (图解:两人+信息),language(GI:Two people+information),言語 (図注:二人+メッセージ),لغة,Langue,Sprache,idioma,Idioma,язык
214,字符,,字符,字符,N,字符 (图解:稿笺线内),character(GI:Within the manuscript line),キャラクター (図注:レターライン内),حرف,alphabet,Buchstabe,personagem,carácter,буква
215,故事,,故事,故事,N,故事 (图解:纸→文章，曲线→起伏的情节),"story(GI:Paper → article, curve → undulating plot)",ストーリー (図注:紙→文章、曲線→起伏のプロット),قصة,histoire,Geschichte,conto,Cuento,история
216,文章,,文章,文章,N,文章,article,記事,مقالة,De l'article,Artikel,artigo,Artículo,статья
217,书,1,书,书,N,书,book,予約,كتاب,Livre,Buch,Livro,Libro,книга
218,风格,,风格,风格,N,风格 (图解:人的习惯),style(GI:People's habits),スタイル (図注:人の習慣),أسلوب,Style,Stil,estilo,Estilo,стиль
219,内容,,内容,内容,N,内容 (图解:纸包含的内容),content(GI:The content contained in paper),コンテンツ (図注:紙に含まれる内容),محتوى,Contenu,Inhalt,conteúdo,Contenidos,содержание
220,意思,,意思,意思,N,意思 (图解:文章对应的意思),meaning(GI:The corresponding meaning of the article),意味 (図注:文章の対応の意味),معنى,sens,Bedeutung,significado,Significado,значение
221,图,1,图,图,N,图 (图解:看的纸),picture(GI:Look at the paper),図 (図注:見る紙),صورة,Dessin,Bild,retrato,La foto,картинка
222,面,1,平面,面,N,面 (图解:物体的平面),surface(GI:The plane of an object),プレーン (図注:物体の平面), سطح  ,surface,Oberfl?che,Superfície,Superficie,поверхность
223,点,1,点,点,N,点,point,ポイント,نقطة,Point,Punkt,ponto,Punto,точка
224,角,1,角,角,N,角,angle,角, زاوية  ,Angle,Winkel,angulo,ángulo,угол
225,音乐,,音乐,音乐,N,音乐 (图解:耳+起伏的声音),music(GI:Ears+undulating sound),音楽 (図注:耳+うねる音),موسيقي,Musical,Musik,música,Música,музыка
226,病,1,病,病,N,病 (图解:躺着+有缺陷),illness(GI:Lying down+defective),病気 (図注:横になっている+欠陥がある),مرض,Maladie,Krankheit,doen?a,Enfermedades,болезнь
227,时间,,时间,时间,N,时间 (图解:时钟),time(GI:clock),タイム (図注:クロック),وقت,Temps,Zeit,tempo,Tiempo,время
228,现在,,现在,现在,N,现在 (图解:时间轴正中),now(GI:In the middle of the timeline),今 (図注:時間軸の真ん中),الآن,Maintenant,jetzt,Agora,ahora,сейчас
229,以后,1,之后,以后,N,以后 (图解:时间轴右侧),after(GI:On the right side of the timeline),以後 (図注:タイムラインの右側),بعد,Plus tard,hinter,Depois,Más tarde,после
230,以前,1,之前,以前,T,以前 (图解:时间轴左侧),before(GI:Left side of the timeline),前に (図注:タイムラインの左側),قبل,Avant,Zuvor,Antes de,Ante,до
231,现在D,,,,,正在 (图解:时间轴正中),in process(GI:In the middle of the timeline),している (図注:時間軸の真ん中),"يفعل""",en train de,in Verlauf,no decurso de,Somos,быть в процессе
232,以后A,,,,,晚的 (图解:时间轴右侧),late(GI:On the right side of the timeline),遅い (図注:タイムラインの右側),متأخر,nuit,Sp?t,atrasado,ulterior,после
233,以后D,,,,,迟 (图解:时间轴右侧),late(GI:On the right side of the timeline),遅く (図注:タイムラインの右側),متأخرا,tard,sp?t,tarde,después,поздно
234,以后N,,,,,未来 (图解:时间轴右侧),Future(GI:On the right side of the timeline),未来 (図注:タイムラインの右側),مستقبل,avenir,Zukunft,futuro,futuro,будущее
235,以前A,,,,,早 (图解:时间轴左侧),early(GI:Left side of the timeline),早く (図注:タイムラインの左側),في وقت مبكر,t?t,früh,cedo,anterior,рано
236,以前D,,,,,预先 (图解:时间轴左侧),beforehand(GI:Left side of the timeline),進めます (図注:タイムラインの左側),تقدم,avance,vorrücken,avan?ar,avanzar,авансировать
237,以前N,,,,,过去 (图解:时间轴左侧),past(GI:Left side of the timeline),過去 (図注:タイムラインの左側),الماضي,passé,Vergangenheit,passado,pasado,прошлое
238,年,,年,年,N,年 (图解:小点→太阳，周围4段→季节),"year(GI:Small dot → Sun, surrounded by 4 segments → Season)",年 (図注:小点→太陽、周囲4段→季節),سنة,Année,Jahr,ano,A?o,год
239,分钟,,分钟,分钟,N,分钟 (图解:第2级指针),minute(GI:Level 2 pointer),分 (図注:レベル2ポインタ),دقيقة,Minute,Minute,minuto,Minuto,минута
240,秒,1,(时间,秒,T,秒 (图解:第3级指针),second(GI:Level 3 pointer),秒 (図注:レベル3ポインタ),ثانية,Secondes,zweite,Segundo,Segundo,секунда
241,小时,,小时,小时,N,小时 (图解:第1级指针),hour(GI:Level 1 pointer),アワー (図注:レベル1ポインタ),ساعة,heure,Stunde,hora,Hora,час
242,春,,春,"季节,变,热",N,春 (图解:小点→太阳，周围4段→季节，离太阳近为夏季),"spring(GI:Small dot → Sun, surrounded by 4 segments → Season, closer to the Sun is summer)",春 (図注:小点→太陽、周囲4段→季節、太陽に近いのは夏),ربيع,Printemps,Frühling,primavera,Primavera,весна
243,冬,,,,,冬 (图解:小点→太阳，周围4段→季节，离太阳远为冬季),"winter(GI:Small dot → Sun, surrounded by 4 segments → Season, far from the Sun is winter)",冬 (図注:小点→太陽、周囲4段→季節、太陽から遠いのは冬),شتاء,Hiver,Winter,inverno,Invierno,зима
244,季节,,季节,季节,N,季节 (图解:小点→太阳，周围4段→季节),"season(GI:Small dot → Sun, surrounded by 4 segments → Season)",シーズン (図注:小点→太陽、周囲4段→季節),موسم,Saison,Saison,Temporada,Temporada,сезон
245,秋,,秋,"季节,变,冷",N,秋 (图解:小点→太阳，周围4段→季节，离太阳近为夏季),"autumn(GI:Small dot → Sun, surrounded by 4 segments → Season, closer to the Sun is summer)",秋 (図注:小点→太陽、周囲4段→季節、太陽に近いのは夏),خريف,Automne,Herbst,outono,Oto?o,осень
246,夏,,,,,夏 (图解:小点→太阳，周围4段→季节，离太阳近为夏季),"summer(GI:Small dot → Sun, surrounded by 4 segments → Season, closer to the Sun is summer)",夏 (図注:小点→太陽、周囲4段→季節、太陽に近いのは夏),صيف,été,Sommer,ver?o,verano,лето
247,空间,,空间,空间,N,空间 (图解:三维坐标),space(GI:3D coordinates),スペース (図注:3 D座標3 Dざひょう),الفضاء,Espace,Raum,espa?o,Espacio,пространство
248,边缘,,边缘,边缘,N,边缘 (图解:范围的边角),edge(GI:The corners of the range),エッジ (図注:範囲のエッジ角度),حافة,bord,Rand,Edge,borde,край
249,东,,东,东,N,东 (图解:圆→地球，右→地图右),"east(GI:Circle → Earth, Right → Map Right)",東 (図注:円→地球、右→地図右),شرق,Est,Osten,leste,Oriente,восток
250,后面,,后面,后面,F,后面 (图解:脸后),behind(GI:Behind the face),背後 (図注:の後ろにある),خلف,derrière,Hinten,Atrás,detrás,сзади
251,里,1,里,里,F,里 (图解:圆的里面),inside(GI:Inside the circle),里 (図注:円の奥),داخل,à l'intérieur,innerhalb,interior,dentro,внутри
252,南,,南,南,A,南 (图解:圆→地球，下→地图下),"south(GI:Circle → Earth, Below → Map Below)",南 (図注:円→地球、下→地図の下),جنوب,Sud,Süden,sul,Meridional,юг
253,前面,,前面,前面,A,前面 (图解:脸的前方),front(GI:In front of the face),前 (図注:顔の先),أمام,Devant,Front,frente,Frente,фронт
254,上,1,上,上,F,上,up,オン,فوق,Au-dessus,auf,acima,Arriba,вверх
255,外,1,外,外,F,外 (图解:圆的外面),outside(GI:Outside the circle),外 (図注:円の外側),خارج,Extérieur,drau?en,fora de,Fuera de,снаружи
256,西,1,西,西,F,西 (图解:圆→地球，左→地图左),"west(GI:Circle → Earth, left → Map left)",ウエスト (図注:円→地球、左→地図左),غرب,Western,West,West,Occidental,запад
257,下,1,下,下,F,下,down,下に,تحت,Inférieur,Daunen,abaixo,abajo,вниз
258,右,,右,右,A,右,right,右,يمين,Droite,Recht,direito,A la derecha,право
259,中,1,中,中,F,中 (图解:横向竖向的中间),middle(GI:Horizontal and vertical middle),真ん中に (図注:横方向縦方向の中央),وسط,milieu,Mitte,meio,medio,середина
260,左,1,左,左,A,左,left,左,يسار,Gauche,linke,esquerda,Izquierda,лево
261,北,,北,北,N,北 (图解:圆→地球，上→地图（上）),"north(GI:Circle → Earth, Top → Map (Top))",北 (図注:円→地球、上→地図（上）),شمال,nord,Norden,norte,Norte,север
262,后面V,,,,,后退 (图解:脸后面),retreat(GI:Behind the face),後退 (図注:顔の後ろ),تراجع,retraite,Rückzug,retiro,retroceder,отступать
263,里V,,,,,进入 (图解:圆的里面),enter(GI:Inside the circle),入る (図注:円の奥),دجل,Entrer,eingeben,entrar,Entrar,входить
264,前面V,,,,,前进 (图解:脸前面),advance(GI:In front of the face),進む (図注:顔の前),إلى الأمام,Avancer,vorw?rts,avan?ar,adelantar,продвигаться
